,Nama_Produk,Akun,Ulasan,rate,Ulasan_tokenize,Ulasan_normalized,Ulasan_stop_removed	,Ulasan_Stemmed,Ulasan_clean
348,(50 pcs) Masker MOUSON KN95 Premium 5 PLY KN 95 Tebal - Lentur - Putih,B***a,Bagus,5,['Bagus'],['Bagus'],['Bagus'],['Bagus'],Bagus
349,(50 pcs) Masker MOUSON KN95 Premium 5 PLY KN 95 Tebal - Lentur - Putih,widia,barang tidak nyampe,1,"['barang', 'tidak', 'nyampe']","['barang', 'tidak', 'nyampe']","['barang', 'tidak', 'nyampe']","['barang', 'tidak', 'nyampe']",barang tidak nyampe
350,(50 pcs) Masker MOUSON KN95 Premium 5 PLY KN 95 Tebal - Lentur - Putih,R***a,"tali tdk lengkap, cuma sebelah jd TDK bs dipakai. ukuran dewasa tp sempit. tali cpt putis",2,"['tali', 'tdk', 'lengkap', ',', 'cuma', 'sebelah', 'jd', 'TDK', 'bs', 'dipakai', '.', 'ukuran', 'dewasa', 'tp', 'sempit', '.', 'tali', 'cpt', 'putis']","['tali', 'tdk', 'lengkap', ',', 'cuma', 'sebelah', 'jd', 'TDK', 'bs', 'dipakai', '.', 'ukuran', 'dewasa', 'tp', 'sempit', '.', 'tali', 'cpt', 'putis']","['tali', 'tdk', 'lengkap', 'sebelah', 'tdk', 'bs', 'dipakai', 'ukuran', 'dewasa', 'tp', 'sempit', 'tali', 'cpt', 'putis']","['tali', 'tdk', 'lengkap', 'sebelah', 'tdk', 'bs', 'dipakai', 'ukuran', 'dewasa', 'tp', 'sempit', 'tali', 'cpt', 'putis']",tali tdk lengkap sebelah tdk bs dipakai ukuran dewasa tp sempit tali cpt putis
351,MASKER 3M 9501V+ KN95 N95 EARLOOP IMPORT ORIGINALL 1 BAG ISI 25 PCS,R***y,recommended seller,5,"['recommended', 'seller']","['recommended', 'seller']","['recommended', 'seller']","['recommended', 'seller']",recommended seller
352,MASKER 3M 9501V+ KN95 N95 EARLOOP IMPORT ORIGINALL 1 BAG ISI 25 PCS,Riza,"Pelayanan cepat dan ramah, packing rapi tdk ada yg rusak dan barang masih tersegel. Thanks",5,"['Pelayanan', 'cepat', 'dan', 'ramah', ',', 'packing', 'rapi', 'tdk', 'ada', 'yg', 'rusak', 'dan', 'barang', 'masih', 'tersegel', '.', 'Thanks']","['Pelayanan', 'cepat', 'dan', 'ramah', ',', 'packing', 'rapi', 'tdk', 'ada', 'yg', 'rusak', 'dan', 'barang', 'masih', 'tersegel', '.', 'Thanks']","['Pelayanan', 'cepat', 'ramah', 'packing', 'rapi', 'tdk', 'rusak', 'barang', 'masih', 'tersegel', 'Thanks']","['Pelayanan', 'cepat', 'ramah', 'packing', 'rapi', 'tdk', 'rusak', 'barang', 'masih', 'tersegel', 'Thanks']",Pelayanan cepat ramah packing rapi tdk rusak barang masih tersegel Thanks
353,MASKER 3M 9501V+ KN95 N95 EARLOOP IMPORT ORIGINALL 1 BAG ISI 25 PCS,M***d,"Fast response, barang ori, recommended",5,"['Fast', 'response', ',', 'barang', 'ori', ',', 'recommended']","['Fast', 'response', ',', 'barang', 'ori', ',', 'recommended']","['Fast', 'response', 'barang', 'ori', 'recommended']","['Fast', 'response', 'barang', 'ori', 'recommended']",Fast response barang ori recommended
354,MASKER 3M 9501V+ KN95 N95 EARLOOP IMPORT ORIGINALL 1 BAG ISI 25 PCS,Dr,"Ada 1 box yg berbeda, spt bekas krn lecek",3,"['Ada', '1', 'box', 'yg', 'berbeda', ',', 'spt', 'bekas', 'krn', 'lecek']","['Ada', '1', 'box', 'yg', 'berbeda', ',', 'spt', 'bekas', 'krn', 'lecek']","['Ada', '1', 'box', 'berbeda', 'bekas', 'krn', 'lecek']","['Ada', '1', 'box', 'berbeda', 'bekas', 'krn', 'lecek']",Ada 1 box berbeda bekas krn lecek
355,MASKER 3M 9501V+ KN95 N95 EARLOOP IMPORT ORIGINALL 1 BAG ISI 25 PCS,Michael,Recomended.................,5,['Recomended................'],['Recomended................'],['Recomended................'],['Recomended................'],Recomended................
356,MASKER 3M 9501V+ KN95 N95 EARLOOP IMPORT ORIGINALL 1 BAG ISI 25 PCS,Rendy,mantap ..tq Kak sdh saya terima dngn baik🙏🙏,5,"['mantap', '..', 'tq', 'Kak', 'sdh', 'saya', 'terima', 'dngn', 'baik🙏🙏']","['mantap', '..', 'tq', 'Kak', 'sdh', 'saya', 'terima', 'dngn', 'baik🙏🙏']","['mantap', 'tq', 'Kak', 'sdh', 'terima', 'baik']","['mantap', 'tq', 'Kak', 'sdh', 'terima', 'baik']",mantap tq Kak sdh terima baik
357,Basicmeds Surgical Mask - Masker Medis/ 3Ply/ BFE99%/ Isi 50/ Biru,P***a,oke,5,['oke'],['oke'],['oke'],['oke'],oke
358,Basicmeds Surgical Mask - Masker Medis/ 3Ply/ BFE99%/ Isi 50/ Biru,BPudjowahjanto,ok,5,['ok'],['ok'],['ok'],['ok'],ok
359,Basicmeds Surgical Mask - Masker Medis/ 3Ply/ BFE99%/ Isi 50/ Biru,s***l,ok,5,['ok'],['ok'],['ok'],['ok'],ok
360,Basicmeds Surgical Mask - Masker Medis/ 3Ply/ BFE99%/ Isi 50/ Biru,lina,kotaknya pada peot ka,2,"['kotaknya', 'pada', 'peot', 'ka']","['kotaknya', 'pada', 'peot', 'ka']","['kotaknya', 'peot', 'ka']","['kotaknya', 'peot', 'ka']",kotaknya peot ka
361,Basicmeds Surgical Mask - Masker Medis/ 3Ply/ BFE99%/ Isi 50/ Biru,Suherman,Kendala: Kualitas barang bermasalah,1,"['Kendala', ':', 'Kualitas', 'barang', 'bermasalah']","['Kendala', ':', 'Kualitas', 'barang', 'bermasalah']","['Kendala', 'Kualitas', 'barang', 'bermasalah']","['Kendala', 'Kualitas', 'barang', 'bermasalah']",Kendala Kualitas barang bermasalah
362,Basicmeds Surgical Mask - Masker Medis/ 3Ply/ BFE99%/ Isi 50/ Biru,Sulistiawati,"pengiriman cepat, packing bagus, produk mantaaap",5,"['pengiriman', 'cepat', ',', 'packing', 'bagus', ',', 'produk', 'mantaaap']","['pengiriman', 'cepat', ',', 'packing', 'bagus', ',', 'produk', 'mantaaap']","['pengiriman', 'cepat', 'packing', 'bagus', 'produk', 'mantaaap']","['pengiriman', 'cepat', 'packing', 'bagus', 'produk', 'mantaaap']",pengiriman cepat packing bagus produk mantaaap
363,Basicmeds Surgical Mask - Masker Medis/ 3Ply/ BFE99%/ Isi 50/ Biru,hilim,bagus nyaman dipakai,5,"['bagus', 'nyaman', 'dipakai']","['bagus', 'nyaman', 'dipakai']","['bagus', 'nyaman', 'dipakai']","['bagus', 'nyaman', 'dipakai']",bagus nyaman dipakai
364,Basicmeds Surgical Mask - Masker Medis/ 3Ply/ BFE99%/ Isi 50/ Biru,H***i,Maskernya sakit ternyata di pipi :(,1,"['Maskernya', 'sakit', 'ternyata', 'di', 'pipi', ':(']","['Maskernya', 'sakit', 'ternyata', 'di', 'pipi', ':(']","['Maskernya', 'sakit', 'pipi', ':(']","['Maskernya', 'sakit', 'pipi', ':(']",Maskernya sakit pipi :(
365,Basicmeds Surgical Mask - Masker Medis/ 3Ply/ BFE99%/ Isi 50/ Biru,ruyani,barang sesuai pesanan.,5,"['barang', 'sesuai', 'pesanan', '.']","['barang', 'sesuai', 'pesanan', '.']","['barang', 'sesuai', 'pesanan']","['barang', 'sesuai', 'pesanan']",barang sesuai pesanan
366,Basicmeds Surgical Mask - Masker Medis/ 3Ply/ BFE99%/ Isi 50/ Biru,H***y,"kemasan masker tampak luar sudah oke, pas dibuka di dalamnya memang ada plastik lagi tapi tidak tertutup dengan sempurna, kalo untuk dijadikan stok jadi kurang hygienis karena debu masih tembus🙄,",2,"['kemasan', 'masker', 'tampak', 'luar', 'sudah', 'oke', ',', 'pas', 'dibuka', 'di', 'dalamnya', 'memang', 'ada', 'plastik', 'lagi', 'tapi', 'maskernya', 'padahal', 'bukan', 'merk', 'tersebut']","['kemasan', 'masker', 'tampak', 'luar', 'sudah', 'oke', ',', 'pas', 'dibuka', 'di', 'dalamnya', 'memang', 'ada', 'plastik', 'lagi', 'tapi', 'maskernya', 'padahal', 'bukan', 'merk', 'tersebut']","['kemasan', 'masker', 'luar', 'oke', 'pas', 'dibuka', 'plastik', 'maskernya', 'merk']","['kemasan', 'masker', 'luar', 'oke', 'pas', 'dibuka', 'plastik', 'maskernya', 'merk']",kemasan masker luar oke pas dibuka plastik maskernya merk
367,Masker DUCKBILL CAREION 4PLY ISI 10 Warna Warni Pastel 4 Ply KEMENKES - DBION APRICOT,M***d,"Ok, masker ya jg sudah habis di pakai, Cuma ukurannya agak kecil untuk wajah saya jd pas²an",4,"['Ok', ',', 'masker', 'ya', 'jg', 'sudah', 'habis', 'di', 'pakai', ',', 'Cuma', 'ukurannya', 'agak', 'kecil', 'untuk', 'wajah', 'saya', 'jd', 'pas²an']","['Ok', ',', 'masker', 'ya', 'jg', 'sudah', 'habis', 'di', 'pakai', ',', 'Cuma', 'ukurannya', 'agak', 'kecil', 'untuk', 'wajah', 'saya', 'jd', 'pas²an']","['Ok', 'masker', 'habis', 'di', 'pakai', 'ukurannya', 'agak', 'kecil', 'wajah', 'jd', 'pas²an']","['Ok', 'masker', 'habis', 'di', 'pakai', 'ukurannya', 'agak', 'kecil', 'wajah', 'jd', 'pas²an']",Ok masker habis di pakai ukurannya agak kecil wajah jd pas²an
368,Masker DUCKBILL CAREION 4PLY ISI 10 Warna Warni Pastel 4 Ply KEMENKES - DBION APRICOT,Rofik,sesuai dengan pesanan pengiriman termasuk cepat,5,"['sesuai', 'dengan', 'pesanan', 'pengiriman', 'termasuk', 'cepat']","['sesuai', 'dengan', 'pesanan', 'pengiriman', 'termasuk', 'cepat']","['sesuai', 'pesanan', 'pengiriman', 'cepat']","['sesuai', 'pesanan', 'pengiriman', 'cepat']",sesuai pesanan pengiriman cepat
369,Masker DUCKBILL CAREION 4PLY ISI 10 Warna Warni Pastel 4 Ply KEMENKES - DBION APRICOT,ani,bagus enak dipakenya,5,"['bagus', 'enak', 'dipakenya']","['bagus', 'enak', 'dipakenya']","['bagus', 'enak', 'dipakenya']","['bagus', 'enak', 'dipakenya']",bagus enak dipakenya
370,Masker DUCKBILL CAREION 4PLY ISI 10 Warna Warni Pastel 4 Ply KEMENKES - DBION APRICOT,Cak,"Mantap, joss gandos",5,"['Mantap', ',', 'joss', 'gandos']","['Mantap', ',', 'joss', 'gandos']","['Mantap', 'joss', 'gandos']","['Mantap', 'joss', 'gandos']",Mantap joss gandos
371,Masker DUCKBILL CAREION 4PLY ISI 10 Warna Warni Pastel 4 Ply KEMENKES - DBION APRICOT,Kaisar,Sippp  ,5,['Sippp'],['Sippp'],['Sippp'],['Sippp'],Sippp
372,Masker DUCKBILL CAREION 4PLY ISI 10 Warna Warni Pastel 4 Ply KEMENKES - DBION APRICOT,Theresia,"Barang tdk terkirim. Mohon pelayanan bagian gudang/packing lbh teliti dlm menyiapkan brg, dan cek ulang apakah sdh sesuai dg daftar orderan pembeli.",1,"['Barang', 'tdk', 'terkirim', '.', 'Mohon', 'pelayanan', 'bagian', 'gudang', '/', 'packing', 'lbh', 'teliti', 'dlm', 'menyiapkan', 'brg', ',', 'dan', 'cek', 'ulang', 'apakah', 'sdh', 'sesuai', 'dg', 'daftar', 'orderan', 'pembeli', '.']","['Barang', 'tdk', 'terkirim', '.', 'Mohon', 'pelayanan', 'bagian', 'gudang', '/', 'packing', 'lbh', 'teliti', 'dlm', 'menyiapkan', 'brg', ',', 'dan', 'cek', 'ulang', 'apakah', 'sdh', 'sesuai', 'dg', 'daftar', 'orderan', 'pembeli', '.']","['Barang', 'tdk', 'terkirim', 'Mohon', 'pelayanan', 'bagian', 'gudang', 'packing', 'lbh', 'teliti', 'dlm', 'menyiapkan', 'brg', 'cek', 'ulang', 'apakah', 'sdh', 'sesuai', 'dg', 'daftar', 'orderan', 'pembeli']","['Barang', 'tdk', 'terkirim', 'Mohon', 'pelayanan', 'bagian', 'gudang', 'packing', 'lbh', 'teliti', 'dlm', 'menyiapkan', 'brg', 'cek', 'ulang', 'apakah', 'sdh', 'sesuai', 'dg', 'daftar', 'orderan', 'pembeli']",Barang tdk terkirim Mohon pelayanan bagian gudang packing lbh teliti dlm menyiapkan brg cek ulang apakah sdh sesuai dg daftar orderan pembeli
373,Masker DUCKBILL CAREION 4PLY ISI 10 Warna Warni Pastel 4 Ply KEMENKES - DBION APRICOT,Dwi,yg datang bukan merk careion...maskernya lebih tipis dari yg putih merk careion,1,"['yg', 'datang', 'bukan', 'merk', 'careion', '...', 'maskernya', 'lebih', 'tipis', 'dari', 'yg', 'putih', 'merk', 'careion']","['yg', 'datang', 'bukan', 'merk', 'careion', '...', 'maskernya', 'lebih', 'tipis', 'dari', 'yg', 'putih', 'merk', 'careion']","['yg', 'datang', 'merk', 'careion', 'maskernya', 'tipis', 'yg', 'putih', 'merk', 'careion']","['yg', 'datang', 'merk', 'careion', 'maskernya', 'tipis', 'yg', 'putih', 'merk', 'careion']",yg datang merk careion maskernya tipis yg putih merk careion
374,Masker DUCKBILL CAREION 4PLY ISI 10 Warna Warni Pastel 4 Ply KEMENKES - DBION APRICOT,Kurnia,maskernya kecil bgt... COC k untuk anak kecil😨,2,"['maskernya', 'kecil', 'bgt', '...', 'COC', 'k', 'untuk', 'anak', 'kecil', '😨']","['maskernya', 'kecil', 'bgt', '...', 'COC', 'k', 'untuk', 'anak', 'kecil', '😨']","['maskernya', 'kecil', '...', 'COC', 'k', 'anak', 'kecil', '😨']","['maskernya', 'kecil', '...', 'COC', 'k', 'anak', 'kecil', '😨']",maskernya kecil ... COC k anak kecil 😨
375,Masker DUCKBILL CAREION 4PLY ISI 10 Warna Warni Pastel 4 Ply KEMENKES - DBION APRICOT,a***u,"pengiriman lama bgt pakingnya ga tebel walaupun masker harusnya pakingnya rapih karena plastiknya udah bolong"" dikjt",2,"['pengiriman', 'lama', 'bgt', 'pakingnya', 'ga', 'tebel', 'walaupun', 'masker', 'harusnya', 'pakingnya', 'rapih', 'karena', 'plastiknya', 'udah', 'bolong', '""', 'dikjt']","['pengiriman', 'lama', 'bgt', 'pakingnya', 'ga', 'tebel', 'walaupun', 'masker', 'harusnya', 'pakingnya', 'rapih', 'karena', 'plastiknya', 'udah', 'bolong', '""', 'dikjt']","['pengiriman', 'lama', 'pakingnya', 'ga', 'tebel', 'masker', 'pakingnya', 'rapih', 'plastiknya', 'bolong', 'dikjt']","['pengiriman', 'lama', 'pakingnya', 'ga', 'tebel', 'masker', 'pakingnya', 'rapih', 'plastiknya', 'bolong', 'dikjt']",pengiriman lama pakingnya ga tebel masker pakingnya rapih plastiknya bolong dikjt
376,Masker DUCKBILL CAREION 4PLY ISI 10 Warna Warni Pastel 4 Ply KEMENKES - DBION APRICOT,Joseph,barang datang sesuai pesanan,5,"['barang', 'datang', 'sesuai', 'pesanan']","['barang', 'datang', 'sesuai', 'pesanan']","['barang', 'datang', 'sesuai', 'pesanan']","['barang', 'datang', 'sesuai', 'pesanan']",barang datang sesuai pesanan
377,ONEMED - Masker 3 Ply Earloop Black | Surgical Mask | Masker OneMed,Irfan,Barang sesuai pesanan proses cepat,5,"['Barang', 'sesuai', 'pesanan', 'proses', 'cepat']","['Barang', 'sesuai', 'pesanan', 'proses', 'cepat']","['Barang', 'sesuai', 'pesanan', 'proses', 'cepat']","['Barang', 'sesuai', 'pesanan', 'proses', 'cepat']",Barang sesuai pesanan proses cepat
378,ONEMED - Masker 3 Ply Earloop Black | Surgical Mask | Masker OneMed,h***u,pembelian yang kesekian kali dan selalu bagus pelayanannya,5,"['pembelian', 'yang', 'kesekian', 'kali', 'dan', 'selalu', 'bagus', 'pelayanannya']","['pembelian', 'yang', 'kesekian', 'kali', 'dan', 'selalu', 'bagus', 'pelayanannya']","['pembelian', 'kesekian', 'barang', 'jelek', 'kualitas', 'bahan', 'buruk', 'beda', 'pembelian', 'pertama', '…']","['pembelian', 'kesekian', 'barang', 'jelek', 'kualitas', 'bahan', 'buruk', 'beda', 'pembelian', 'pertama', '…']",pembelian kesekian barang jelek kualitas bahan buruk beda pembelian pertama …
379,ONEMED - Masker 3 Ply Earloop Black | Surgical Mask | Masker OneMed,S***a,masker sangat tipis,3,"['masker', 'sangat', 'tipis']","['masker', 'sangat', 'tipis']","['masker', 'tipis']","['masker', 'tipis']",masker tipis
380,ONEMED - Masker 3 Ply Earloop Black | Surgical Mask | Masker OneMed,V***e,good,5,['good'],['good'],['good'],['good'],good
381,ONEMED - Masker 3 Ply Earloop Black | Surgical Mask | Masker OneMed,T***k,Mantaapp,5,['Mantaapp'],['Mantaapp'],['Mantaapp'],['Mantaapp'],Mantaapp
382,ONEMED - Masker 3 Ply Earloop Black | Surgical Mask | Masker OneMed,I***m,lumayan halus,4,"['lumayan', 'halus']","['lumayan', 'halus']","['lumayan', 'halus']","['lumayan', 'halus']",lumayan halus
383,ONEMED - Masker 3 Ply Earloop Black | Surgical Mask | Masker OneMed,Ronald,murah dan berkualitas 👍,5,"['murah', 'dan', 'berkualitas', '👍']","['murah', 'dan', 'berkualitas', '👍']","['murah', 'berkualitas', '👍']","['murah', 'berkualitas', '👍']",murah berkualitas 👍
384,ONEMED - Masker 3 Ply Earloop Black | Surgical Mask | Masker OneMed,albertus,"pembelian kedua, barang jelek, kualitas bahan buruk, beda sama pembelian pertama…",1,"['pembelian', 'kedua', ',', 'barang', 'jelek', ',', 'kualitas', 'bahan', 'buruk', ',', 'beda', 'sama', 'pembelian', 'pertama', '…']","['pembelian', 'kedua', ',', 'barang', 'jelek', ',', 'kualitas', 'bahan', 'buruk', ',', 'beda', 'sama', 'pembelian', 'pertama', '…']","['pembelian', 'kedua', 'barang', 'jelek', 'kualitas', 'bahan', 'buruk', 'beda', 'pembelian', 'pertama', '…']","['pembelian', 'kedua', 'barang', 'jelek', 'kualitas', 'bahan', 'buruk', 'beda', 'pembelian', 'pertama', '…']",pembelian kedua barang jelek kualitas bahan buruk beda pembelian pertama …
385,ONEMED - Masker 3 Ply Earloop Black | Surgical Mask | Masker OneMed,J***y,"mudah sekali rusak, besi dihidung keluar terus",2,"['mudah', 'sekali', 'rusak', ',', 'besi', 'dihidung', 'keluar', 'terus']","['mudah', 'sekali', 'rusak', ',', 'besi', 'dihidung', 'keluar', 'terus']","['mudah', 'rusak', 'besi', 'dihidung', 'keluar']","['mudah', 'rusak', 'besi', 'dihidung', 'keluar']",mudah rusak besi dihidung keluar
386,ONEMED - Masker 3 Ply Earloop Black | Surgical Mask | Masker OneMed,Jaka,kualitas barang sudah jelek. Sepertinya bahan baku dikurangi. Sangat kecewa masker semakin tipis dari sebelumnya.,1,"['kualitas', 'barang', 'sudah', 'jelek', '.', 'Sepertinya', 'bahan', 'baku', 'dikurangi', '.', 'Sangat', 'kecewa', 'masker', 'semakin', 'tipis', 'dari', 'sebelumnya', '.']","['kualitas', 'barang', 'sudah', 'jelek', '.', 'Sepertinya', 'bahan', 'baku', 'dikurangi', '.', 'Sangat', 'kecewa', 'masker', 'semakin', 'tipis', 'dari', 'sebelumnya', '.']","['kualitas', 'barang', 'jelek', 'Sepertinya', 'bahan', 'baku', 'dikurangi', 'Sangat', 'kecewa', 'masker', 'tipis']","['kualitas', 'barang', 'jelek', 'Sepertinya', 'bahan', 'baku', 'dikurangi', 'Sangat', 'kecewa', 'masker', 'tipis']",kualitas barang jelek Sepertinya bahan baku dikurangi Sangat kecewa masker tipis
387,[ SHUMU ] Masker KN95 6ply Medis kemenkes AKD KN 95 isi 10 pcs 6 PLY - KNGB 10 WHITE,H***y,Good product 👍🏼 Good seller 👍🏼,5,"['Good', 'product', '👍🏼', 'Good', 'seller', '👍🏼']","['Good', 'product', '👍🏼', 'Good', 'seller', '👍🏼']","['Good', 'product', '👍🏼', 'Good', 'seller', '👍🏼']","['Good', 'product', '👍🏼', 'Good', 'seller', '👍🏼']",Good product 👍🏼 Good seller 👍🏼
388,[ SHUMU ] Masker KN95 6ply Medis kemenkes AKD KN 95 isi 10 pcs 6 PLY - KNGB 10 WHITE,Fenny,Bagus👍🏻,5,"['Bagus', '👍🏻']","['Bagus', '👍🏻']","['Bagus', '👍🏻']","['Bagus', '👍🏻']",Bagus 👍🏻
389,[ SHUMU ] Masker KN95 6ply Medis kemenkes AKD KN 95 isi 10 pcs 6 PLY - KNGB 10 WHITE,Anwar,"barang sdh diterima sesuai pesanan,driver cepat kirimnya mantaaappp recommended",5,"['barang', 'sdh', 'diterima', 'sesuai', 'pesanan', ',', 'driver', 'cepat', 'kirimnya', 'mantaaappp', 'recommended']","['barang', 'sdh', 'diterima', 'sesuai', 'pesanan', ',', 'driver', 'cepat', 'kirimnya', 'mantaaappp', 'recommended']","['barang', 'sdh', 'diterima', 'sesuai', 'pesanan', 'driver', 'cepat', 'kirimnya', 'mantaaappp', 'recommended']","['barang', 'sdh', 'diterima', 'sesuai', 'pesanan', 'driver', 'cepat', 'kirimnya', 'mantaaappp', 'recommended']",barang sdh diterima sesuai pesanan driver cepat kirimnya mantaaappp recommended
390,[ SHUMU ] Masker KN95 6ply Medis kemenkes AKD KN 95 isi 10 pcs 6 PLY - KNGB 10 WHITE,Luci,Warna Tidak sesuai pesanan,3,"['Warna', 'Tidak', 'sesuai', 'pesanan']","['Warna', 'Tidak', 'sesuai', 'pesanan']","['Warna', 'Tidak', 'sesuai', 'pesanan']","['Warna', 'Tidak', 'sesuai', 'pesanan']",Warna Tidak sesuai pesanan
391,[ SHUMU ] Masker KN95 6ply Medis kemenkes AKD KN 95 isi 10 pcs 6 PLY - KNGB 10 WHITE,P***u,Barang bagus,5,"['Barang', 'bagus']","['Barang', 'bagus']","['Barang', 'bagus']","['Barang', 'bagus']",Barang bagus
392,[ SHUMU ] Masker KN95 6ply Medis kemenkes AKD KN 95 isi 10 pcs 6 PLY - KNGB 10 WHITE,BUNGA,Kualitas barang bagus. Respon dan pengiriman sangat cepat. Pertahankan pelayanan yang baik ya kak,5,"['Kualitas', 'barang', 'bagus', '.', 'Respon', 'dan', 'pengiriman', 'sangat', 'cepat', '.', 'Pertahankan', 'pelayanan', 'yang', 'baik', 'ya', 'kak']","['Kualitas', 'barang', 'bagus', '.', 'Respon', 'dan', 'pengiriman', 'sangat', 'cepat', '.', 'Pertahankan', 'pelayanan', 'yang', 'baik', 'ya', 'kak']","['Kualitas', 'barang', 'bagus', 'Respon', 'pengiriman', 'cepat', 'Pertahankan', 'pelayanan', 'baik', 'ya', 'kak']","['Kualitas', 'barang', 'bagus', 'Respon', 'pengiriman', 'cepat', 'Pertahankan', 'pelayanan', 'baik', 'ya', 'kak']",Kualitas barang bagus Respon pengiriman cepat Pertahankan pelayanan baik ya kak
393,[ SHUMU ] Masker KN95 6ply Medis kemenkes AKD KN 95 isi 10 pcs 6 PLY - KNGB 10 WHITE,Michael,cepat dan sesuai,5,"['cepat', 'dan', 'sesuai']","['cepat', 'dan', 'sesuai']","['cepat', 'sesuai']","['cepat', 'sesuai']",cepat sesuai
394,[ SHUMU ] Masker KN95 6ply Medis kemenkes AKD KN 95 isi 10 pcs 6 PLY - KNGB 10 WHITE,Nahema,semua warnanya ku suka,5,"['semua', 'warnanya', 'ku', 'suka']","['semua', 'warnanya', 'ku', 'suka']","['warnanya', 'ku', 'suka']","['warnanya', 'ku', 'suka']",warnanya ku suka
395,[ SHUMU ] Masker KN95 6ply Medis kemenkes AKD KN 95 isi 10 pcs 6 PLY - KNGB 10 WHITE,Biogreenstoreku,"pesen yg pro, dikirim yg biasa",1,"['pesen', 'yg', 'pro', ',', 'dikirim', 'yg', 'biasa']","['pesen', 'yg', 'pro', ',', 'dikirim', 'yg', 'biasa']","['pesen', 'yg', 'pro', 'dikirim', 'yg', 'biasa']","['pesen', 'yg', 'pro', 'dikirim', 'yg', 'biasa']",pesen yg pro dikirim yg biasa
396,[ SHUMU ] Masker KN95 6ply Medis kemenkes AKD KN 95 isi 10 pcs 6 PLY - KNGB 10 WHITE,C***a,Merek yg tertera di halaman produk tdk sesuai dan tdk ada ijin dari kemenkes seperti tertulis di halaman produk,2,"['Merek', 'yg', 'tertera', 'di', 'halaman', 'produk', 'tdk', 'sesuai', 'dan', 'tdk', 'ada', 'ijin', 'dari', 'kemenkes', 'seperti', 'tertulis', 'di', 'halaman', 'produk']","['Merek', 'yg', 'tertera', 'di', 'halaman', 'produk', 'tdk', 'sesuai', 'dan', 'tdk', 'ada', 'ijin', 'dari', 'kemenkes', 'seperti', 'tertulis', 'di', 'halaman', 'produk']","['Merek', 'yg', 'tertera', 'halaman', 'produk', 'tdk', 'sesuai', 'tdk', 'ada', 'ijin', 'dari', 'kemenkes', 'seperti', 'tertulis', 'halaman', 'produk']","['Merek', 'yg', 'tertera', 'halaman', 'produk', 'tdk', 'sesuai', 'tdk', 'ada', 'ijin', 'dari', 'kemenkes', 'seperti', 'tertulis', 'halaman', 'produk']",Merek yg tertera halaman produk tdk sesuai tdk ada ijin dari kemenkes seperti tertulis halaman produk
